,No_Die,process,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,process 2,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Process 3,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,process4,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Error_message,Lot_Num,Wafer_Num,Datetime,path,short_path,Error
56,NOLSM3611410361,Oxidation,2,wet,1173.89048,H2O,32.82,0.221,90,713.132,Photo,2,1.44358,20.181,15.014,19.992,197.129,89.999,503.782,4047.541,5081.64,4.92,91.662,30.002,photo_li,2,24.228,H,405,476.574,108.983,Etching,1,405,1572,3630,5693,70.747,50.321,1.025,Implantation,1,1.79E+16,8.57E+16,6.04E+17,3.00E+17,6.00E+17,30598.176,102.716,860,155,Inspect,110,none,14,37,02-03-2022,22211,2221,0
57,NOLSM3621411362,Oxidation,2,wet,1065.872191,H2O,36.66,0.186,95,714.295,Photo,2,0.71546,18.517,14.955,20,194.871,90.001,501.948,3955.393,5052.778,4.827,95.818,29.998,photo_li,2,53.648,H,405,527.294,106.787,Etching,2,381,1485,3671,5722,70.321,52.238,1.011,Implantation,2,1.07E+16,9.57E+16,2.49E+17,3.01E+17,6.00E+17,32095.533,103.37,902,155,Inspect,93,none,14,38,02-03-2022,22222,2222,0
58,NOLSM3631412363,Oxidation,2,dry,1122.85504,O2,30.09,0.195,115,710.114,Photo,2,0.43355,15.859,15.007,20.003,200.988,90,499.28,4062.804,4922.209,5.069,94.12,30.011,photo_li,2,33.961,G,436,527.222,105.326,Etching,3,203,1615,3659,5709,70.86,51.687,1.044,Implantation,3,1.44E+16,5.22E+16,9.28E+17,2.99E+17,6.00E+17,31074.084,101.302,893,155,Inspect,76,none,14,39,02-03-2022,22233,2223,0
59,NOLSM3641413364,Oxidation,2,wet,1106.298433,H2O,45.75,0.211,56,710.617,Photo,2,1.64049,17.367,14.926,20.002,198.279,90.001,500.637,4071.633,4978.139,5.026,96.346,30.005,photo_li,2,48.94,H,405,500.856,107.066,Etching,1,446,1422,3639,5699,69.133,50.789,1.004,Implantation,1,1.00E+16,1.31E+17,6.99E+17,3.00E+17,6.00E+17,31732.45,104.196,912,153,Inspect,65,none,14,40,02-03-2022,22211,2221,0
60,NOLSM3651414365,Oxidation,2,wet,1194.703777,H2O,21.07,0.213,107,711.632,Photo,2,1.42928,16.09,14.993,20.01,198.93,90.001,499.941,3985.677,5152.543,5.017,91.356,29.995,photo_li,2,40.812,G,436,489.18,107.391,Etching,2,125,1395,3642,5737,69.702,50.383,1.068,Implantation,2,8.19E+15,7.54E+16,8.47E+17,2.99E+17,6.00E+17,31559.581,101.5,909,154,Inspect,53,none,14,41,02-03-2022,22222,2222,0
61,NOLSM3661415366,Oxidation,2,wet,1045.230266,H2O,32.17,0.211,44,710.084,Photo,2,1.12362,19.026,14.968,19.999,194.99,90.001,501.817,3978.724,4975.303,4.894,92.106,30.007,photo_li,2,38.259,G,436,539.594,106.346,Etching,3,443,1532,3670,5712,70.583,50.799,1.018,Implantation,3,8.24E+15,1.24E+16,8.48E+17,3.00E+17,6.00E+17,31251.253,101.809,906,155,Inspect,127,none,14,42,02-03-2022,22233,2223,0
62,NOLSM3671416367,Oxidation,2,dry,1135.91157,O2,29.66,0.211,99,721.666,Photo,2,1.62494,18.891,15.02,20.001,196.546,89.999,502.391,4056.014,5114.927,5.079,92.607,30.005,photo_li,2,59.087,I,365,572.47,109.009,Etching,1,473,1341,3657,5714,70.414,51.688,1.034,Implantation,1,8.27E+15,7.79E+16,5.92E+17,3.00E+17,6.00E+17,31364.131,103.785,906,155,Inspect,54,none,14,43,02-03-2022,22211,2221,0
63,NOLSM3681417368,Oxidation,2,wet,1081.35277,H2O,41.58,0.213,214,701.383,Photo,2,1.18246,13.788,15.016,20,204.524,90.001,507.183,4029.12,5086.284,5.036,92.352,30.006,photo_li,2,33.691,H,405,541.227,108.846,Etching,2,298,1564,3652,5724,70.48,50.721,0.988,Implantation,2,1.22E+16,1.13E+17,8.25E+17,3.00E+17,6.00E+17,32166.592,102.54,911,153,Inspect,84,none,14,44,02-03-2022,22222,2222,0
64,NOLSM3691418369,Oxidation,2,wet,1119.390949,H2O,40.55,0.214,152,720.58,Photo,2,1.22609,18.771,15.05,20.003,204.897,89.999,501.286,3971.194,4934.74,5.099,92.718,29.999,photo_li,2,32.647,G,436,508.153,109.164,Etching,3,467,1532,3657,5731,71.519,49.98,1.066,Implantation,3,1.18E+16,1.14E+17,4.73E+17,2.99E+17,6.00E+17,32602.428,104.079,917,160,Inspect,30,none,14,45,02-03-2022,22233,2223,0
65,NOLSM3701419370,Oxidation,2,dry,1059.09193,O2,32.73,0.203,104,710.123,Photo,2,1.81419,20.701,15.026,19.999,200.324,90.001,503.396,4035.394,5084.315,5.053,92.956,29.992,photo_li,3,56.475,H,405,479.665,106.777,Etching,1,310,1377,3641,5732,71.071,50.758,1.035,Implantation,1,6.75E+15,9.89E+16,2.11E+17,3.00E+17,6.00E+17,31126.822,103.831,894,156,Inspect,48,none,14,46,02-03-2022,22311,2231,0
66,NOLSM3711420371,Oxidation,2,dry,1048.341956,O2,36.93,0.227,75,707.342,Photo,2,1.89693,11.253,15.009,19.999,200.37,90.001,501.423,3952.67,5002.849,4.951,89.927,29.99,photo_li,3,17.852,G,436,471.726,111.519,Etching,2,273,1489,3650,5722,71.294,50.009,1.012,Implantation,2,1.49E+16,3.52E+16,4.27E+17,3.01E+17,6.00E+17,31795.543,104.113,875,154,Inspect,15,none,14,47,02-03-2022,22322,2232,0
67,NOLSM3721421372,Oxidation,2,dry,1061.213261,O2,36.8,0.224,118,699.524,Photo,2,1.72027,15.286,15.075,20.004,199.046,90.001,501.079,3972.34,5074.901,5.032,92.197,30.006,photo_li,3,43.094,I,365,537.083,107.613,Etching,3,582,1576,3668,5746,69.354,50.718,1.02,Implantation,3,6.75E+15,1.08E+17,6.22E+17,3.01E+17,6.00E+17,31209.028,103.854,884,156,Inspect,184,none,14,48,02-03-2022,22333,2233,0
68,NOLSM3731422373,Oxidation,2,wet,1234.4456,H2O,35.97,0.203,127,689.684,Photo,2,0.96161,12.463,14.995,20.003,195.75,90,501.572,4017.144,5009.249,5.019,92.601,30.007,photo_li,3,55.39,H,405,518.087,107.484,Etching,1,427,1548,3666,5689,70.906,50.855,1.037,Implantation,1,2.98E+15,8.43E+16,6.48E+17,3.01E+17,6.00E+17,30954.031,99.555,895,155,Inspect,84,none,14,49,02-03-2022,22311,2231,0
69,NOLSM3741423374,Oxidation,2,wet,1141.416407,H2O,38.57,0.214,100,699.636,Photo,2,1.48912,19.767,14.994,20.011,203.761,90,497.102,4072.913,4976.357,5.107,92.525,30.003,photo_li,3,33.589,G,436,525.359,106.322,Etching,2,469,1460,3691,5703,69.792,51.891,1.01,Implantation,2,1.58E+16,9.95E+16,3.07E+17,3.02E+17,6.00E+17,31265.102,101.988,916,150,Inspect,120,none,14,50,02-03-2022,22322,2232,0
70,NOLSM3751424375,Oxidation,2,dry,1275.211613,O2,23.7,0.216,156,715.142,Photo,2,0.94868,16.029,15.102,19.996,203.281,90,500.154,4084.939,4888.342,4.969,89.185,30.007,photo_li,3,39.028,G,436,510.969,106.311,Etching,3,470,1495,3669,5715,70.904,51.018,1.038,Implantation,3,6.41E+15,5.5E+15,4.50E+17,2.99E+17,6.00E+17,32267.154,104.109,907,155,Inspect,215,[['Edge-Loc']],14,51,02-03-2022,22333,2233,1
71,NOLSM3761425376,Oxidation,2,wet,1064.818618,H2O,33.22,0.193,117,726.612,Photo,2,0.83591,17.587,14.946,19.999,205.722,90.001,501.394,4045.078,4953.646,4.98,93.687,29.989,photo_li,3,36.623,G,436,496.314,112.069,Etching,1,310,1449,3634,5711,71.924,50.918,1.004,Implantation,1,1.54E+16,5.38E+16,2.17E+17,3.03E+17,6.00E+17,31799.934,104.071,917,150,Inspect,74,none,14,52,02-03-2022,22311,2231,0
72,NOLSM3771426377,Oxidation,2,wet,1096.840945,H2O,31.04,0.194,128,710.886,Photo,2,1.36943,16.445,15.017,19.995,200.63,90,496.487,4010.176,4883.349,5.029,92.148,30.005,photo_li,3,44.947,H,405,512.789,111.526,Etching,2,-18,1527,3701,5702,70.794,50.944,1.026,Implantation,2,1.23E+16,8.84E+16,6.37E+17,2.99E+17,6.00E+17,32222.227,104.658,893,157,Inspect,83,none,14,53,02-03-2022,22322,2232,0
73,NOLSM3781427378,Oxidation,2,wet,1015.972338,H2O,33.45,0.211,168,714.473,Photo,2,1.92633,14.419,14.995,19.994,199.008,90.001,501.655,4000.075,5049.738,5.036,92.629,30.001,photo_li,3,50.402,I,365,529.001,107.578,Etching,3,267,1377,3645,5695,71.566,50.723,1.047,Implantation,3,3.41E+15,1.26E+17,6.61E+17,3.01E+17,6.00E+17,32130.349,102.474,900,157,Inspect,75,none,14,54,02-03-2022,22333,2233,0
74,NOLSM353142,Oxidation,1,dry,1087.566152,O2,32.51,0.206,187,711.48,Photo,1,0.89269,11.919,15.163,19.993,199.099,89.999,502.524,4101.984,4993.428,4.975,91.388,29.995,photo_li,2,44.609,H,405,526.271,106.244,Etching,2,355,1605,3665,5711,71.105,51.201,1.023,Implantation,2,1.14E+16,7.25E+16,8.05E+17,2.99E+17,6.00E+17,32015.142,103.175,874,155,Inspect,117,none,14,2,02-03-2022,11222,1122,0
75,NOLSM354143,Oxidation,1,wet,1005.152775,H2O,32.99,0.205,86,704.277,Photo,1,1.4453,15.074,14.927,20.003,198.167,90,500.916,4020.285,4885.56,5.004,90.966,30.002,photo_li,3,29.386,I,365,543.086,109.029,Etching,1,341,1635,3640,5699,71.861,49.342,1.036,Implantation,1,1.62E+16,8.58E+16,4.53E+17,3.01E+17,6.00E+17,30828.379,102.963,882,158,Inspect,180,none,14,3,02-03-2022,11311,1131,0
76,NOLSM355144,Oxidation,1,dry,1125.847158,O2,24.63,0.219,73,703.992,Photo,2,0.976,16.041,15.184,20.002,201.002,90,501.131,4034.549,5029.16,4.924,88.854,30.001,photo_li,1,56.894,I,365,513.425,109.311,Etching,1,304,1499,3654,5712,72.316,51.908,1.037,Implantation,1,1.24E+16,1.50E+17,3.60E+17,2.99E+17,6.00E+17,32525.804,102.767,926,156,Inspect,88,none,14,4,02-03-2022,12111,1211,0
77,NOLSM356145,Oxidation,1,dry,1107.490734,O2,32.07,0.201,73,722.297,Photo,2,1.63851,15.929,14.935,19.999,199.47,90.001,503.194,4040.679,4989.254,4.871,91.973,30.014,photo_li,2,61.517,H,405,544.004,105.044,Etching,2,443,1421,3625,5707,71.392,51.661,1.014,Implantation,2,1.54E+16,4.30E+16,5.93E+17,3.02E+17,6.00E+17,31584.1,102.448,925,156,Inspect,95,none,14,5,02-03-2022,12222,1222,0
78,NOLSM357146,Oxidation,1,wet,1205.923968,H2O,36.97,0.193,160,706.977,Photo,2,1.44384,12.411,14.838,20.003,202.924,90,508.904,4068.631,5066.833,4.981,92.494,29.991,photo_li,3,26.046,I,365,521.06,108.97,Etching,3,680,1517,3663,5711,71.161,52.149,1.045,Implantation,3,1.65E+16,1.26E+17,8.12E+17,3.00E+17,6.00E+17,31743.858,104.18,914,156,Inspect,218,[['Edge-Loc']],14,6,02-03-2022,12333,1233,1
79,NOLSM358147,Oxidation,1,dry,1038.629938,O2,35.62,0.214,136,687.846,Photo,3,1.20187,14.619,15.22,19.995,200.215,90,501.318,4003.644,5042.424,4.991,93.321,29.998,photo_li,2,43.331,H,405,527.072,108.099,Etching,2,485,1505,3677,5699,70.423,52.148,1.033,Implantation,2,7.24E+15,1.96E+17,5.41E+17,2.96E+17,6.00E+17,32590.44,106.173,915,154,Inspect,161,none,14,7,02-03-2022,13222,1322,0
80,NOLSM360149,Oxidation,2,dry,1006.213827,O2,41.81,0.195,146,708.76,Photo,1,2.07859,14.626,15.012,19.998,200.903,90.001,499.243,4016.503,4929.412,4.942,90.423,29.999,photo_li,1,59.329,H,405,529.451,107.358,Etching,1,418,1583,3651,5709,70.639,51.593,1.005,Implantation,1,1.38E+16,1.09E+17,7.02E+17,3.00E+17,6.00E+17,31167.976,104.326,888,159,Inspect,151,none,14,9,02-03-2022,21111,2111,0
81,NOLSM3611410,Oxidation,2,wet,1162.223804,H2O,32.99,0.221,90,699.764,Photo,1,1.44358,20.181,15.014,19.992,197.129,89.999,503.782,4058.777,5081.64,4.92,91.662,30.003,photo_li,2,24.228,H,405,476.574,108.983,Etching,2,405,1572,3630,5693,70.747,50.321,1.025,Implantation,2,1.79E+16,8.57E+16,6.04E+17,3.00E+17,6.00E+17,30598.176,102.716,860,155,Inspect,110,none,14,10,02-03-2022,21222,2122,0
82,NOLSM3621411,Oxidation,2,wet,1054.550286,H2O,29.68,0.186,95,703.084,Photo,1,0.71546,18.517,14.955,20,194.871,90.001,501.948,3993.512,5052.778,4.827,95.818,29.997,photo_li,3,53.648,H,405,527.294,106.787,Etching,3,381,1485,3671,5722,70.321,52.238,1.011,Implantation,3,1.07E+16,9.57E+16,2.49E+17,3.01E+17,6.00E+17,32095.533,103.37,902,155,Inspect,93,none,14,11,02-03-2022,21333,2133,0
83,NOLSM3631412,Oxidation,2,dry,1104.847576,O2,30.09,0.195,115,697.441,Photo,2,0.43355,15.859,15.007,20.003,200.988,90,499.28,4077.424,4922.209,5.069,94.12,30.004,photo_li,1,33.961,G,436,527.222,105.326,Etching,3,203,1615,3659,5709,70.86,51.687,1.044,Implantation,3,1.44E+16,5.22E+16,9.28E+17,2.99E+17,6.00E+17,31074.084,101.302,893,155,Inspect,76,none,14,12,02-03-2022,22133,2213,0
84,NOLSM3641413,Oxidation,2,wet,1105.258786,H2O,45.75,0.211,56,709.507,Photo,2,1.64049,19.567,14.926,20.002,198.279,90.001,500.637,4114.82,4978.139,5.026,96.346,30.005,photo_li,2,48.94,H,405,500.856,107.066,Etching,2,446,1422,3639,5699,69.133,50.789,1.004,Implantation,2,1.00E+16,1.31E+17,6.99E+17,3.00E+17,6.00E+17,31732.45,104.196,912,153,Inspect,65,none,14,13,02-03-2022,22222,2222,0
85,NOLSM3651414,Oxidation,2,wet,1176.540075,H2O,21.07,0.213,107,709.609,Photo,2,1.42928,15.652,14.993,20.01,198.93,90.001,499.941,3983.69,5152.543,5.017,91.356,29.995,photo_li,3,40.812,G,436,489.18,107.391,Etching,1,125,1395,3642,5737,69.702,50.383,1.068,Implantation,1,8.19E+15,7.54E+16,8.47E+17,2.99E+17,6.00E+17,31559.581,101.5,909,154,Inspect,53,none,14,14,02-03-2022,22311,2231,0
86,NOLSM3661415,Oxidation,2,wet,1028.788203,H2O,32.17,0.211,44,714.056,Photo,3,0.55004,16.187,14.968,19.999,194.99,90.001,504.54,4009.363,4975.303,4.894,92.106,30.007,photo_li,1,38.259,G,436,539.594,106.346,Etching,1,443,1532,3670,5712,70.583,50.799,1.018,Implantation,1,8.24E+15,1.24E+16,8.48E+17,3.00E+17,6.00E+17,31251.253,101.809,906,155,Inspect,127,none,14,15,02-03-2022,23111,2311,0
87,NOLSM3671416,Oxidation,2,dry,1123.465862,O2,29.66,0.211,99,721.666,Photo,3,1.59194,15.266,15.02,20.001,196.546,89.999,496.005,4023.505,5114.927,5.079,92.607,30.005,photo_li,2,59.087,I,365,572.47,109.009,Etching,2,473,1341,3657,5714,70.414,51.688,1.034,Implantation,2,8.27E+15,7.79E+16,5.92E+17,3.00E+17,6.00E+17,31364.131,103.785,906,155,Inspect,202,[['Edge-Loc']],14,16,02-03-2022,23222,2322,1
88,NOLSM3681417,Oxidation,2,wet,1064.703459,H2O,41.58,0.213,214,701.383,Photo,3,1.74268,17.671,15.016,20,204.524,90.001,499.323,3945.323,5086.284,5.036,92.352,30.006,photo_li,3,33.691,H,405,541.227,108.846,Etching,3,298,1564,3652,5724,70.48,50.721,0.988,Implantation,3,1.22E+16,1.13E+17,8.25E+17,3.00E+17,6.00E+17,32166.592,102.54,911,153,Inspect,84,none,14,17,02-03-2022,23333,2333,0
89,NOLSM3691418,Oxidation,3,wet,1103.982904,H2O,40.55,0.214,152,720.58,Photo,1,1.21401,11.039,15.05,20.003,204.897,89.999,504.316,3963.253,4934.74,5.099,92.718,29.999,photo_li,1,32.647,G,436,508.153,109.164,Etching,3,467,1532,3657,5731,71.519,49.98,1.066,Implantation,3,1.18E+16,1.14E+17,4.73E+17,2.99E+17,6.00E+17,32602.428,104.079,917,160,Inspect,272,[['Edge-Loc']],14,18,02-03-2022,31133,3113,1
90,NOLSM3701419,Oxidation,3,dry,1053.915797,O2,32.73,0.203,104,710.123,Photo,1,1.14974,16.201,15.026,19.999,200.324,90.001,499.187,3951.412,5084.315,5.053,92.956,29.992,photo_li,2,56.475,H,405,479.665,106.777,Etching,2,310,1377,3641,5732,71.071,50.758,1.035,Implantation,2,6.75E+15,9.89E+16,2.11E+17,3.00E+17,6.00E+17,31126.822,103.831,894,156,Inspect,76,none,14,19,02-03-2022,31222,3122,0
91,NOLSM3711420,Oxidation,3,dry,1028.348608,O2,36.93,0.227,75,707.342,Photo,1,1.94708,13.677,15.009,19.999,200.37,90.001,497.169,4033.769,5002.849,4.951,89.927,29.99,photo_li,3,17.852,G,436,471.726,111.519,Etching,1,273,1489,3650,5722,71.294,50.009,1.012,Implantation,1,1.49E+16,3.52E+16,4.27E+17,3.01E+17,6.00E+17,31795.543,104.113,875,154,Inspect,95,none,14,20,02-03-2022,31311,3131,0
92,NOLSM3721421,Oxidation,3,dry,1046.235499,O2,36.8,0.224,118,699.524,Photo,2,0.52209,14.114,15.075,20.004,199.046,90.001,500.705,4020.946,5074.901,5.032,92.197,30.006,photo_li,1,43.094,I,365,537.083,107.613,Etching,1,582,1576,3668,5746,69.354,50.718,1.02,Implantation,1,6.75E+15,1.08E+17,6.22E+17,3.01E+17,6.00E+17,31209.028,103.854,884,156,Inspect,184,none,14,21,02-03-2022,32111,3211,0
93,NOLSM3731422,Oxidation,3,wet,1219.387124,H2O,35.97,0.203,127,689.684,Photo,2,1.94749,15.49,14.995,20.003,195.75,90,504.863,4009.634,5009.249,5.019,92.601,30.007,photo_li,2,55.39,H,405,518.087,107.484,Etching,2,427,1548,3666,5689,70.906,50.855,1.037,Implantation,2,2.98E+15,8.43E+16,6.48E+17,3.01E+17,6.00E+17,30954.031,99.555,895,155,Inspect,84,none,14,22,02-03-2022,32222,3222,0
94,NOLSM3741423,Oxidation,3,wet,1139.572945,H2O,38.57,0.214,100,699.636,Photo,3,1.31097,15.798,14.994,20.011,203.761,90,499.691,4005.473,4976.357,5.107,92.525,30.003,photo_li,1,33.589,G,436,525.359,106.322,Etching,3,469,1460,3691,5703,69.792,51.891,1.01,Implantation,3,1.58E+16,9.95E+16,3.07E+17,3.02E+17,6.00E+17,31265.102,101.988,916,150,Inspect,120,none,14,23,02-03-2022,33133,3313,0
95,NOLSM3751424,Oxidation,3,dry,1268.921933,O2,23.7,0.216,156,715.142,Photo,3,1.3299,14.76,15.102,19.996,203.281,90,499.201,4011.123,4888.342,4.969,89.185,30.007,photo_li,3,39.028,G,436,510.969,106.311,Etching,1,470,1495,3669,5715,70.904,51.018,1.038,Implantation,1,6.41E+15,5.5E+15,4.50E+17,2.99E+17,6.00E+17,32267.154,104.109,907,155,Inspect,215,[['Edge-Loc']],14,24,02-03-2022,33311,3331,1
96,NOLSM3761425,Oxidation,1,wet,1050.490445,H2O,33.22,0.193,117,726.612,Photo,1,1.46602,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989,photo_li,1,36.623,G,436,496.314,112.069,Etching,1,310,1449,3634,5711,71.924,50.918,1.004,Implantation,1,1.54E+16,5.38E+16,2.17E+17,3.03E+17,6.00E+17,31799.934,104.071,917,150,Inspect,74,none,14,25,02-03-2022,11111,1111,0
97,NOLSM3771426,Oxidation,1,wet,1080.087128,H2O,31.04,0.194,128,710.886,Photo,1,0.61556,16.103,15.017,19.995,200.63,90,502.327,3984.715,4883.349,5.029,92.148,30.005,photo_li,2,44.947,H,405,512.789,111.526,Etching,2,-18,1527,3701,5702,70.794,50.944,1.026,Implantation,2,1.23E+16,8.84E+16,6.37E+17,2.99E+17,6.00E+17,32222.227,104.658,893,157,Inspect,83,none,14,26,02-03-2022,11222,1122,0
98,NOLSM3781427,Oxidation,1,wet,998.8926561,H2O,33.45,0.211,168,714.473,Photo,1,0.72735,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001,photo_li,3,50.402,I,365,529.001,107.578,Etching,3,267,1377,3645,5695,71.566,50.723,1.048,Implantation,3,3.41E+15,1.26E+17,6.61E+17,3.01E+17,6.00E+17,32130.349,102.474,900,157,Inspect,75,none,14,27,02-03-2022,11333,1133,0
99,NOLSM380152380,Oxidation,2,dry,1091.295197,O2,35.16,0.216,93,715.034,Photo,3,0.67979,15.465,15.088,20.001,198.499,89.999,500.442,4023.089,5061.575,5.09,94.048,29.991,photo_li,1,45.173,H,405,533.002,109.443,Etching,2,425,1525,3662,5722,70.082,51.207,1.048,Implantation,2,8.14E+15,1.65E+17,2.54E+17,3.01E+17,6.00E+17,32695.351,100.52,893,158,Inspect,107,none,15,29,03-03-2022,23122,2312,0
100,NOLSM381153381,Oxidation,2,wet,1144.147525,H2O,31.99,0.22,103,695.458,Photo,3,0.73422,16.149,15.099,20,200.086,90,502.263,4100.556,4995.798,5.018,94.479,29.995,photo_li,1,56.223,I,365,526.859,108.358,Etching,3,309,1465,3664,5723,71.146,50.255,1.047,Implantation,3,1.42E+16,9.77E+16,3.16E+17,2.99E+17,6.00E+17,32457.98,103.259,894,152,Inspect,77,none,15,30,03-03-2022,23133,2313,0
101,NOLSM382154382,Oxidation,2,wet,970.1973454,H2O,45.08,0.205,87,705.094,Photo,3,1.81419,15.371,14.875,19.994,199.382,90.001,503.423,4028.083,4922.502,5.175,93.882,30.005,photo_li,1,50.152,I,365,510.635,108.664,Etching,1,285,1596,3660,5741,69.262,50.687,1.047,Implantation,1,1.23E+16,9.70E+16,3.21E+17,3.01E+17,6.00E+17,32385.463,100.834,901,155,Inspect,89,none,15,31,03-03-2022,23111,2311,0
102,NOLSM383155383,Oxidation,2,wet,976.9096318,H2O,43.66,0.22,103,706.963,Photo,3,1.89693,17.047,15.004,20.001,201.67,90,498.509,4018.664,5123.695,4.903,90.418,29.997,photo_li,1,45.961,H,405,497.687,108.858,Etching,2,306,1627,3670,5722,69.822,51.237,1.046,Implantation,2,1.78E+16,6.64E+16,6.58E+17,3.00E+17,6.00E+17,32928.823,104.711,885,153,Inspect,138,none,15,32,03-03-2022,23122,2312,0
103,NOLSM384156384,Oxidation,2,dry,1134.496155,O2,26.92,0.196,121,726.396,Photo,3,1.72027,17.544,14.916,19.994,204.08,89.998,495.402,4071.649,5006.693,4.964,93.432,29.996,photo_li,1,49.155,G,436,545.411,109.447,Etching,3,448,1648,3654,5725,71.021,51.969,1.047,Implantation,3,5.99E+15,1.35E+17,1.14E+18,2.99E+17,6.00E+17,32507.472,103.749,907,153,Inspect,154,none,15,33,03-03-2022,23133,2313,0
104,NOLSM385157385,Oxidation,2,wet,1172.764268,H2O,31.95,0.202,115,712.17,Photo,3,0.96161,14.894,15.036,19.998,199.805,90.001,494.517,4144.454,5026.875,4.855,92.454,29.998,photo_li,1,36.855,H,405,549.877,107.83,Etching,1,463,1247,3632,5726,70.563,52.148,1.051,Implantation,1,9.96E+15,5.89E+16,6.87E+17,3.01E+17,6.00E+17,31557.692,99.555,897,154,Inspect,62,none,15,34,03-03-2022,23111,2311,0
105,NOLSM386158386,Oxidation,2,dry,983.9886844,O2,38.88,0.212,129,715.453,Photo,3,1.48912,16.547,14.902,20.001,202.474,90.001,498.307,4044.066,4870.596,4.901,90.264,30.001,photo_li,1,30.556,H,405,500.373,108.374,Etching,2,250,1325,3688,5692,69.103,51.668,1.052,Implantation,2,7.06E+15,1.19E+17,5.26E+17,3.00E+17,6.00E+17,32314.849,102.377,916,153,Inspect,125,none,15,35,03-03-2022,23122,2312,0
106,NOLSM387159387,Oxidation,2,dry,1087.631531,O2,32.8,0.202,118,710.526,Photo,3,0.94868,17.035,15.011,19.997,200.748,90.001,505.859,3959.744,5034.989,5.007,92.187,30.006,photo_li,1,40.801,H,405,530.116,108.501,Etching,3,362,1709,3653,5732,70.774,51.67,1.053,Implantation,3,1.17E+16,5.23E+16,5.98E+17,3.01E+17,6.00E+17,32704.56,104.585,911,153,Inspect,129,none,15,36,03-03-2022,23133,2313,0
107,NOLSM3881510388,Oxidation,2,dry,1158.468349,O2,31.86,0.204,149,703.333,Photo,3,0.83591,16.608,14.97,20.005,200.693,90,502.416,3949.569,4999.225,5.083,89.245,30.009,photo_li,2,24.677,H,405,500.466,105.36,Etching,1,348,1468,3649,5715,70.769,50.224,1.056,Implantation,1,8.72E+15,1.38E+17,3.74E+17,3.01E+17,6.00E+17,32148.267,104.398,896,158,Inspect,85,none,15,37,03-03-2022,23211,2321,0
108,NOLSM3891511389,Oxidation,2,dry,977.3231836,O2,39.51,0.201,71,704.586,Photo,3,1.36943,20.397,14.917,20.001,200.197,90.001,502.749,4035.688,5015.675,5.035,90.886,30.01,photo_li,2,29.033,G,436,492.319,108.251,Etching,2,460,1466,3686,5714,69.021,50.178,1.016,Implantation,2,1.15E+16,1.52E+17,4.58E+17,3.00E+17,6.00E+17,32153.409,102.027,911,156,Inspect,132,none,15,38,03-03-2022,23222,2322,0
109,NOLSM3901512390,Oxidation,2,dry,1003.085933,O2,32.88,0.207,86,711.111,Photo,3,1.92633,16.973,15.039,19.999,200.635,90,502.125,3939.275,5034.262,5.012,91.989,29.994,photo_li,2,37.352,H,405,554.659,108.363,Etching,3,263,1390,3660,5706,71.792,49.794,1.024,Implantation,3,1.46E+16,2.69E+16,6.04E+17,3.00E+17,6.00E+17,32034.212,107.376,878,156,Inspect,95,none,15,39,03-03-2022,23233,2323,0
110,NOLSM3911513391,Oxidation,2,wet,1120.829635,H2O,38.11,0.211,157,707.715,Photo,3,1.41846,13.518,15.109,19.993,199.632,89.999,499.319,3999.733,4981.02,5.03,93.257,30.004,photo_li,2,55.804,G,436,483.726,109.701,Etching,1,498,1561,3632,5724,70.101,50.718,1.027,Implantation,1,9.50E+15,1.14E+17,4.29E+17,3.03E+17,6.00E+17,30966.612,105.285,903,152,Inspect,117,none,15,40,03-03-2022,23211,2321,0
111,NOLSM3921514392,Oxidation,2,wet,951.2067666,H2O,39.93,0.199,74,717.885,Photo,3,0.67979,15.955,15.018,19.995,206.842,89.999,505.745,3979.526,4978.657,5.007,90.466,30.008,photo_li,2,49.652,I,365,538.94,106.935,Etching,2,192,1665,3671,5729,70.711,51.041,1.011,Implantation,2,1.11E+16,1.46E+17,3.77E+17,3.00E+17,6.00E+17,31509.217,104.176,884,154,Inspect,110,none,15,41,03-03-2022,23222,2322,0
112,NOLSM3931515393,Oxidation,2,wet,1047.61023,H2O,35.63,0.218,112,713.608,Photo,3,0.73422,15.675,14.976,19.994,202.786,90.001,494.887,4095.857,4958.651,4.905,92.047,30.001,photo_li,2,45.387,H,405,540.042,107.838,Etching,3,387,1573,3631,5718,71.779,51.067,1.015,Implantation,3,1.15E+16,9.13E+16,4.82E+17,3.03E+17,6.00E+17,31497.31,105.043,906,152,Inspect,88,none,15,42,03-03-2022,23233,2323,0
