No_Die,Lot_Num,Wafer_Num,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Error_message,Error,Short_Path,Path,Target,Datetime
NOLSM236920236,9,47,3,3,3,2,2,none,1,3332,33322,78,25-02-2022
NOLSM237921237,9,48,3,3,3,3,3,none,1,3333,33333,124,25-02-2022
NOLSM238922238,9,49,3,3,3,1,1,none,1,3331,33311,145,25-02-2022
NOLSM239923239,9,50,3,3,3,2,2,none,1,3332,33322,61,25-02-2022
NOLSM240924240,9,51,3,3,3,3,3,none,1,3333,33333,68,25-02-2022
NOLSM241925241,9,52,3,3,3,1,1,none,1,3331,33311,101,25-02-2022
NOLSM242926242,9,53,3,3,3,2,2,none,1,3332,33322,90,25-02-2022
NOLSM243927243,9,54,3,3,3,3,3,[['Edge-Loc']],0,3333,33333,223,25-02-2022
NOLSM758292758,29,29,1,2,1,2,2,none,1,1212,12122,132,25-02-2022
NOLSM759293759,29,30,1,2,1,3,3,none,1,1213,12133,150,25-02-2022
NOLSM760294760,29,31,1,2,1,1,1,[['Edge-Loc']],0,1211,12111,207,25-02-2022
NOLSM761295761,29,32,1,2,1,2,2,[['Edge-Loc']],0,1212,12122,354,25-02-2022
NOLSM762296762,29,33,1,2,1,3,3,none,1,1213,12133,9,25-02-2022
NOLSM763297763,29,34,1,2,1,1,1,none,1,1211,12111,12,25-02-2022
NOLSM764298764,29,35,1,2,1,2,2,none,1,1212,12122,6,25-02-2022
NOLSM765299765,29,36,1,2,1,3,3,none,1,1213,12133,0,25-02-2022
NOLSM7662910766,29,37,1,2,2,1,1,none,1,1221,12211,21,25-02-2022
NOLSM7672911767,29,38,1,2,2,2,2,none,1,1222,12222,6,25-02-2022
NOLSM7682912768,29,39,1,2,2,3,3,none,1,1223,12233,6,25-02-2022
NOLSM7692913769,29,40,1,2,2,1,1,none,1,1221,12211,15,25-02-2022
NOLSM7702914770,29,41,1,2,2,2,2,none,1,1222,12222,102,25-02-2022
NOLSM7712915771,29,42,1,2,2,3,3,none,1,1223,12233,45,25-02-2022
NOLSM7722916772,29,43,1,2,2,1,1,none,1,1221,12211,54,25-02-2022
NOLSM7732917773,29,44,1,2,2,2,2,none,1,1222,12222,84,25-02-2022
NOLSM7742918774,29,45,1,2,2,3,3,none,1,1223,12233,30,25-02-2022
NOLSM7752919775,29,46,1,2,3,1,1,none,1,1231,12311,48,25-02-2022
NOLSM7762920776,29,47,1,2,3,2,2,none,1,1232,12322,15,25-02-2022
NOLSM7772921777,29,48,1,2,3,3,3,none,1,1233,12333,66,25-02-2022
NOLSM7782922778,29,49,1,2,3,1,1,none,1,1231,12311,78,25-02-2022
NOLSM7792923779,29,50,1,2,3,2,2,none,1,1232,12322,96,25-02-2022
NOLSM7802924780,29,51,1,2,3,3,3,none,1,1233,12333,33,25-02-2022
NOLSM7812925781,29,52,1,2,3,1,1,none,1,1231,12311,117,25-02-2022
NOLSM7822926782,29,53,1,2,3,2,2,none,1,1232,12322,186,25-02-2022
NOLSM7832927783,29,54,1,2,3,3,3,[['Edge-Loc']],0,1233,12333,207,25-02-2022
NOLSM21791,9,1,3,1,1,3,3,none,1,3113,31133,110,25-02-2022
NOLSM21892,9,2,3,1,2,2,2,none,1,3122,31222,115,25-02-2022
NOLSM21993,9,3,3,1,3,1,1,none,1,3131,31311,137,25-02-2022
NOLSM22094,9,4,3,2,1,1,1,none,1,3211,32111,163,25-02-2022
NOLSM22296,9,6,3,2,3,3,3,none,1,3233,32333,183,25-02-2022
NOLSM22397,9,7,3,3,1,3,3,none,1,3313,33133,75,25-02-2022
NOLSM22498,9,8,3,3,3,1,1,none,1,3331,33311,75,25-02-2022
NOLSM22599,9,9,1,1,1,1,1,none,1,1111,11111,106,25-02-2022
NOLSM226910,9,10,1,1,2,2,2,none,1,1122,11222,96,25-02-2022
NOLSM227911,9,11,1,1,3,3,3,none,1,1133,11333,94,25-02-2022
NOLSM228912,9,12,1,2,1,3,3,none,1,1213,12133,193,25-02-2022
NOLSM229913,9,13,1,2,2,2,2,none,1,1222,12222,132,25-02-2022
NOLSM230914,9,14,1,2,3,1,1,none,1,1231,12311,127,25-02-2022
NOLSM231915,9,15,1,3,1,1,1,none,1,1311,13111,90,25-02-2022
NOLSM232916,9,16,1,3,2,2,2,none,1,1322,13222,114,25-02-2022
NOLSM233917,9,17,1,3,3,3,3,none,1,1333,13333,130,25-02-2022
NOLSM234918,9,18,2,1,1,3,3,none,1,2113,21133,115,25-02-2022
NOLSM235919,9,19,2,1,2,2,2,none,1,2122,21222,57,25-02-2022
NOLSM236920,9,20,2,1,3,1,1,none,1,2131,21311,78,25-02-2022
NOLSM237921,9,21,2,2,1,1,1,none,1,2211,22111,124,25-02-2022
NOLSM238922,9,22,2,2,2,2,2,none,1,2222,22222,145,25-02-2022
NOLSM239923,9,23,2,2,3,3,3,none,1,2233,22333,61,25-02-2022
NOLSM240924,9,24,2,3,2,2,2,none,1,2322,23222,68,25-02-2022
NOLSM241925,9,25,2,3,3,1,1,none,1,2331,23311,101,25-02-2022
NOLSM242926,9,26,3,1,1,1,1,none,1,3111,31111,90,25-02-2022
NOLSM243927,9,27,3,1,2,2,2,[['Edge-Loc']],0,3122,31222,223,25-02-2022
NOLSM757291,29,1,1,3,3,1,1,none,1,1331,13311,186,25-02-2022
NOLSM758292,29,2,2,1,1,1,1,none,1,2111,21111,132,25-02-2022
NOLSM759293,29,3,2,1,2,2,2,none,1,2122,21222,150,25-02-2022
NOLSM760294,29,4,2,1,3,3,3,[['Edge-Loc']],0,2133,21333,207,25-02-2022
NOLSM761295,29,5,2,2,1,3,3,[['Edge-Loc']],0,2213,22133,354,25-02-2022
NOLSM764298,29,8,2,3,1,1,1,none,1,2311,23111,6,25-02-2022
NOLSM765299,29,9,2,3,2,2,2,none,1,2322,23222,0,25-02-2022
NOLSM7662910,29,10,2,3,3,3,3,none,1,2333,23333,21,25-02-2022
NOLSM7672911,29,11,3,1,1,3,3,none,1,3113,31133,6,25-02-2022
NOLSM7682912,29,12,3,1,2,2,2,none,1,3122,31222,6,25-02-2022
NOLSM7692913,29,13,3,1,3,1,1,none,1,3131,31311,15,25-02-2022
NOLSM7702914,29,14,3,2,1,1,1,none,1,3211,32111,102,25-02-2022
NOLSM7712915,29,15,3,2,2,2,2,none,1,3222,32222,45,25-02-2022
NOLSM7722916,29,16,3,3,1,3,3,none,1,3313,33133,78,25-02-2022
NOLSM7732917,29,17,3,3,2,2,2,none,1,3322,33222,78,25-02-2022
NOLSM7742918,29,18,3,3,3,1,1,none,1,3331,33311,102,25-02-2022
NOLSM7752919,29,19,1,1,1,1,1,none,1,1111,11111,60,25-02-2022
NOLSM7762920,29,20,1,1,2,2,2,none,1,1122,11222,27,25-02-2022
NOLSM7772921,29,21,1,1,3,3,3,none,1,1133,11333,66,25-02-2022
NOLSM7782922,29,22,1,2,1,3,3,none,1,1213,12133,78,25-02-2022
NOLSM7792923,29,23,1,2,3,1,1,none,1,1231,12311,96,25-02-2022
NOLSM7802924,29,24,1,3,1,1,1,none,1,1311,13111,33,25-02-2022
NOLSM7812925,29,25,1,3,3,3,3,none,1,1333,13333,117,25-02-2022
NOLSM7822926,29,26,2,1,1,3,3,none,1,2113,21133,186,25-02-2022
NOLSM7832927,29,27,2,1,2,2,2,[['Edge-Loc']],0,2122,21222,207,25-02-2022
NOLSM244101244,10,28,1,1,1,1,1,none,1,1111,11111,97,26-02-2022
NOLSM245102245,10,29,1,1,1,2,2,none,1,1112,11122,105,26-02-2022
NOLSM246103246,10,30,1,1,1,3,3,none,1,1113,11133,164,26-02-2022
NOLSM247104247,10,31,1,1,1,1,1,none,1,1111,11111,82,26-02-2022
NOLSM248105248,10,32,1,1,1,2,2,none,1,1112,11122,24,26-02-2022
NOLSM249106249,10,33,1,1,1,3,3,[['Center']],0,1113,11133,229,26-02-2022
NOLSM250107250,10,34,1,1,1,1,1,none,1,1111,11111,100,26-02-2022
NOLSM251108251,10,35,1,1,1,2,2,none,1,1112,11122,102,26-02-2022
NOLSM252109252,10,36,1,1,1,3,3,none,1,1113,11133,62,26-02-2022
NOLSM2531010253,10,37,1,1,2,1,1,none,1,1121,11211,54,26-02-2022
NOLSM2541011254,10,38,1,1,2,2,2,none,1,1122,11222,84,26-02-2022
NOLSM2551012255,10,39,1,1,2,3,3,none,1,1123,11233,30,26-02-2022
NOLSM2561013256,10,40,1,1,2,1,1,none,1,1121,11211,48,26-02-2022
NOLSM2571014257,10,41,1,1,2,2,2,none,1,1122,11222,15,26-02-2022
NOLSM2581015258,10,42,1,1,2,3,3,none,1,1123,11233,115,26-02-2022
NOLSM2591016259,10,43,1,1,2,1,1,[['Loc']],0,1121,11211,230,26-02-2022
NOLSM2601017260,10,44,1,1,2,2,2,none,1,1122,11222,124,26-02-2022
NOLSM2611018261,10,45,1,1,2,3,3,none,1,1123,11233,142,26-02-2022
NOLSM2621019262,10,46,1,1,3,1,1,none,1,1131,11311,88,26-02-2022
NOLSM2631020263,10,47,1,1,3,2,2,none,1,1132,11322,50,26-02-2022
NOLSM2641021264,10,48,1,1,3,3,3,none,1,1133,11333,81,26-02-2022
NOLSM2651022265,10,49,1,1,3,1,1,none,1,1131,11311,80,26-02-2022
NOLSM2661023266,10,50,1,1,3,2,2,none,1,1132,11322,72,26-02-2022
NOLSM2671024267,10,51,1,1,3,3,3,none,1,1133,11333,57,26-02-2022
NOLSM2681025268,10,52,1,1,3,1,1,none,1,1131,11311,52,26-02-2022
NOLSM2691026269,10,53,1,1,3,2,2,none,1,1132,11322,51,26-02-2022
NOLSM2701027270,10,54,1,1,3,3,3,none,1,1133,11333,104,26-02-2022
NOLSM784301784,30,28,1,3,1,1,1,[['Random']],0,1311,13111,222,26-02-2022
NOLSM785302785,30,29,1,3,1,2,2,[['Loc']],0,1312,13122,213,26-02-2022
NOLSM786303786,30,30,1,3,1,3,3,none,1,1313,13133,138,26-02-2022
NOLSM787304787,30,31,1,3,1,1,1,[['Loc']],0,1311,13111,219,26-02-2022
NOLSM788305788,30,32,1,3,1,2,2,none,1,1312,13122,135,26-02-2022
NOLSM789306789,30,33,1,3,1,3,3,none,1,1313,13133,99,26-02-2022
NOLSM790307790,30,34,1,3,1,1,1,none,1,1311,13111,60,26-02-2022
NOLSM791308791,30,35,1,3,1,2,2,none,1,1312,13122,96,26-02-2022
NOLSM792309792,30,36,1,3,1,3,3,none,1,1313,13133,72,26-02-2022
NOLSM7933010793,30,37,1,3,2,1,1,none,1,1321,13211,9,26-02-2022
NOLSM7943011794,30,38,1,3,2,2,2,none,1,1322,13222,72,26-02-2022
NOLSM7953012795,30,39,1,3,2,3,3,none,1,1323,13233,30,26-02-2022
NOLSM7963013796,30,40,1,3,2,1,1,none,1,1321,13211,54,26-02-2022
NOLSM7973014797,30,41,1,3,2,2,2,none,1,1322,13222,84,26-02-2022
NOLSM7983015798,30,42,1,3,2,3,3,none,1,1323,13233,30,26-02-2022
NOLSM7993016799,30,43,1,3,2,1,1,none,1,1321,13211,48,26-02-2022
NOLSM8003017800,30,44,1,3,2,2,2,none,1,1322,13222,15,26-02-2022
NOLSM8013018801,30,45,1,3,2,3,3,none,1,1323,13233,57,26-02-2022
NOLSM8023019802,30,46,1,3,3,1,1,none,1,1331,13311,18,26-02-2022
NOLSM8033020803,30,47,1,3,3,2,2,none,1,1332,13322,18,26-02-2022
NOLSM8043021804,30,48,1,3,3,3,3,none,1,1333,13333,21,26-02-2022
NOLSM8053022805,30,49,1,3,3,1,1,none,1,1331,13311,6,26-02-2022
NOLSM8063023806,30,50,1,3,3,2,2,none,1,1332,13322,30,26-02-2022
NOLSM8073024807,30,51,1,3,3,3,3,none,1,1333,13333,87,26-02-2022
NOLSM8083025808,30,52,1,3,3,1,1,none,1,1331,13311,36,26-02-2022
NOLSM8093026809,30,53,1,3,3,2,2,none,1,1332,13322,39,26-02-2022
NOLSM8103027810,30,54,1,3,3,3,3,none,1,1333,13333,15,26-02-2022
NOLSM244101,10,1,3,1,3,3,3,none,1,3133,31333,97,26-02-2022
NOLSM245102,10,2,3,2,1,3,3,none,1,3213,32133,105,26-02-2022
NOLSM246103,10,3,3,2,2,2,2,none,1,3222,32222,164,26-02-2022
NOLSM247104,10,4,3,2,3,1,1,none,1,3231,32311,82,26-02-2022
NOLSM248105,10,5,3,3,1,1,1,none,1,3311,33111,24,26-02-2022
NOLSM250107,10,7,1,1,1,3,3,none,1,1113,11133,100,26-02-2022
NOLSM251108,10,8,1,1,2,2,2,none,1,1122,11222,102,26-02-2022
NOLSM252109,10,9,1,1,3,1,1,none,1,1131,11311,62,26-02-2022
NOLSM2531010,10,10,1,2,1,1,1,none,1,1211,12111,89,26-02-2022
NOLSM2541011,10,11,1,2,3,3,3,none,1,1233,12333,165,26-02-2022
NOLSM2551012,10,12,1,3,2,2,2,none,1,1322,13222,159,26-02-2022
NOLSM2561013,10,13,1,3,3,1,1,none,1,1331,13311,84,26-02-2022
NOLSM2571014,10,14,2,1,1,1,1,none,1,2111,21111,180,26-02-2022
NOLSM2581015,10,15,2,1,2,2,2,none,1,2122,21222,115,26-02-2022
NOLSM2591016,10,16,2,1,3,3,3,[['Loc']],0,2133,21333,230,26-02-2022
NOLSM2601017,10,17,2,2,1,3,3,none,1,2213,22133,124,26-02-2022
NOLSM2611018,10,18,2,2,2,2,2,none,1,2222,22222,142,26-02-2022
NOLSM2621019,10,19,2,2,3,1,1,none,1,2231,22311,88,26-02-2022
NOLSM2631020,10,20,2,3,1,1,1,none,1,2311,23111,50,26-02-2022
NOLSM2641021,10,21,2,3,2,2,2,none,1,2322,23222,81,26-02-2022
NOLSM2651022,10,22,2,3,3,3,3,none,1,2333,23333,80,26-02-2022
NOLSM2661023,10,23,3,1,1,3,3,none,1,3113,31133,72,26-02-2022
NOLSM2671024,10,24,3,1,2,2,2,none,1,3122,31222,57,26-02-2022
NOLSM2681025,10,25,3,1,3,1,1,none,1,3131,31311,52,26-02-2022
NOLSM2691026,10,26,3,2,1,1,1,none,1,3211,32111,51,26-02-2022
NOLSM2701027,10,27,3,2,2,2,2,none,1,3222,32222,104,26-02-2022
NOLSM784301,30,1,2,1,3,1,1,[['Random']],0,2131,21311,222,26-02-2022
NOLSM785302,30,2,2,2,1,1,1,[['Loc']],0,2211,22111,213,26-02-2022
NOLSM786303,30,3,2,2,2,2,2,none,1,2222,22222,138,26-02-2022
NOLSM787304,30,4,2,2,3,3,3,[['Loc']],0,2233,22333,219,26-02-2022
NOLSM788305,30,5,2,3,1,3,3,none,1,2313,23133,135,26-02-2022
NOLSM789306,30,6,2,3,2,2,2,none,1,2322,23222,99,26-02-2022
NOLSM790307,30,7,2,3,3,1,1,none,1,2331,23311,60,26-02-2022
NOLSM791308,30,8,3,1,1,1,1,none,1,3111,31111,96,26-02-2022
NOLSM792309,30,9,3,1,3,3,3,none,1,3133,31333,72,26-02-2022
NOLSM7933010,30,10,3,2,1,3,3,none,1,3213,32133,9,26-02-2022
NOLSM7943011,30,11,3,2,2,2,2,none,1,3222,32222,72,26-02-2022
NOLSM7953012,30,12,3,2,3,1,1,none,1,3231,32311,30,26-02-2022
NOLSM7963013,30,13,3,3,1,1,1,none,1,3311,33111,33,26-02-2022
NOLSM7973014,30,14,3,3,2,2,2,none,1,3322,33222,57,26-02-2022
NOLSM7983015,30,15,3,3,3,3,3,none,1,3333,33333,57,26-02-2022
NOLSM7993016,30,16,1,1,1,3,3,none,1,1113,11133,15,26-02-2022
NOLSM8003017,30,17,1,1,2,2,2,none,1,1122,11222,9,26-02-2022
NOLSM8013018,30,18,1,1,3,1,1,none,1,1131,11311,57,26-02-2022
NOLSM8023019,30,19,1,2,1,1,1,none,1,1211,12111,18,26-02-2022
NOLSM8033020,30,20,1,2,3,3,3,none,1,1233,12333,18,26-02-2022
NOLSM8043021,30,21,1,3,1,3,3,none,1,1313,13133,21,26-02-2022
NOLSM8053022,30,22,1,3,2,2,2,none,1,1322,13222,6,26-02-2022
NOLSM8063023,30,23,1,3,3,1,1,none,1,1331,13311,30,26-02-2022
NOLSM8073024,30,24,2,1,1,1,1,none,1,2111,21111,87,26-02-2022
NOLSM8083025,30,25,2,1,2,2,2,none,1,2122,21222,36,26-02-2022
NOLSM8093026,30,26,2,1,3,3,3,none,1,2133,21333,39,26-02-2022
NOLSM8103027,30,27,2,2,1,3,3,none,1,2213,22133,15,26-02-2022
NOLSM271111271,11,28,1,2,1,1,1,[['Edge-Ring']],0,1211,12111,221,27-02-2022
NOLSM272112272,11,29,1,2,1,2,2,none,1,1212,12122,84,27-02-2022
NOLSM273113273,11,30,1,2,1,3,3,none,1,1213,12133,56,27-02-2022
NOLSM274114274,11,31,1,2,1,1,1,none,1,1211,12111,37,27-02-2022
NOLSM275115275,11,32,1,2,1,2,2,none,1,1212,12122,39,27-02-2022
NOLSM276116276,11,33,1,2,1,3,3,none,1,1213,12133,70,27-02-2022
NOLSM277117277,11,34,1,2,1,1,1,none,1,1211,12111,140,27-02-2022
NOLSM278118278,11,35,1,2,1,2,2,none,1,1212,12122,105,27-02-2022
NOLSM279119279,11,36,1,2,1,3,3,none,1,1213,12133,118,27-02-2022
NOLSM2801110280,11,37,1,2,2,1,1,none,1,1221,12211,61,27-02-2022
NOLSM2811111281,11,38,1,2,2,2,2,none,1,1222,12222,113,27-02-2022
NOLSM2821112282,11,39,1,2,2,3,3,none,1,1223,12233,85,27-02-2022
NOLSM2831113283,11,40,1,2,2,1,1,none,1,1221,12211,80,27-02-2022
NOLSM2841114284,11,41,1,2,2,2,2,none,1,1222,12222,139,27-02-2022
NOLSM2851115285,11,42,1,2,2,3,3,none,1,1223,12233,54,27-02-2022
NOLSM2861116286,11,43,1,2,2,1,1,none,1,1221,12211,84,27-02-2022
NOLSM2871117287,11,44,1,2,2,2,2,none,1,1222,12222,30,27-02-2022
NOLSM2881118288,11,45,1,2,2,3,3,none,1,1223,12233,48,27-02-2022
NOLSM2891119289,11,46,1,2,3,1,1,none,1,1231,12311,15,27-02-2022
NOLSM2901120290,11,47,1,2,3,2,2,none,1,1232,12322,121,27-02-2022
NOLSM2911121291,11,48,1,2,3,3,3,none,1,1233,12333,96,27-02-2022
NOLSM2921122292,11,49,1,2,3,1,1,none,1,1231,12311,89,27-02-2022
NOLSM2931123293,11,50,1,2,3,2,2,none,1,1232,12322,110,27-02-2022
NOLSM2941124294,11,51,1,2,3,3,3,none,1,1233,12333,118,27-02-2022
NOLSM2951125295,11,52,1,2,3,1,1,none,1,1231,12311,187,27-02-2022
NOLSM2961126296,11,53,1,2,3,2,2,none,1,1232,12322,117,27-02-2022
NOLSM2971127297,11,54,1,2,3,3,3,none,1,1233,12333,76,27-02-2022
NOLSM811311811,31,28,2,1,1,1,1,none,1,2111,21111,18,27-02-2022
NOLSM812312812,31,29,2,1,1,2,2,none,1,2112,21122,126,27-02-2022
NOLSM813313813,31,30,2,1,1,3,3,none,1,2113,21133,96,27-02-2022
NOLSM814314814,31,31,2,1,1,1,1,none,1,2111,21111,114,27-02-2022
NOLSM815315815,31,32,2,1,1,2,2,none,1,2112,21122,54,27-02-2022
NOLSM816316816,31,33,2,1,1,3,3,none,1,2113,21133,84,27-02-2022
NOLSM817317817,31,34,2,1,1,1,1,none,1,2111,21111,30,27-02-2022
NOLSM818318818,31,35,2,1,1,2,2,none,1,2112,21122,48,27-02-2022
NOLSM819319819,31,36,2,1,1,3,3,none,1,2113,21133,15,27-02-2022
NOLSM8203110820,31,37,2,1,2,1,1,none,1,2121,21211,9,27-02-2022
NOLSM8213111821,31,38,2,1,2,2,2,none,1,2122,21222,111,27-02-2022
NOLSM8223112822,31,39,2,1,2,3,3,none,1,2123,21233,129,27-02-2022
NOLSM8233113823,31,40,2,1,2,1,1,none,1,2121,21211,54,27-02-2022
NOLSM8243114824,31,41,2,1,2,2,2,none,1,2122,21222,84,27-02-2022
NOLSM8253115825,31,42,2,1,2,3,3,none,1,2123,21233,30,27-02-2022
NOLSM8263116826,31,43,2,1,2,1,1,none,1,2121,21211,48,27-02-2022
NOLSM8273117827,31,44,2,1,2,2,2,none,1,2122,21222,15,27-02-2022
NOLSM8283118828,31,45,2,1,2,3,3,none,1,2123,21233,51,27-02-2022
NOLSM8293119829,31,46,2,1,3,1,1,none,1,2131,21311,18,27-02-2022
NOLSM8303120830,31,47,2,1,3,2,2,none,1,2132,21322,12,27-02-2022
NOLSM8313121831,31,48,2,1,3,3,3,none,1,2133,21333,159,27-02-2022
NOLSM8323122832,31,49,2,1,3,1,1,none,1,2131,21311,54,27-02-2022
NOLSM8333123833,31,50,2,1,3,2,2,none,1,2132,21322,84,27-02-2022
NOLSM8343124834,31,51,2,1,3,3,3,none,1,2133,21333,30,27-02-2022
NOLSM8353125835,31,52,2,1,3,1,1,none,1,2131,21311,48,27-02-2022
NOLSM8363126836,31,53,2,1,3,2,2,none,1,2132,21322,15,27-02-2022
NOLSM8373127837,31,54,2,1,3,3,3,[['Near-full']],0,2133,21333,207,27-02-2022
NOLSM271111,11,1,3,2,3,3,3,[['Edge-Ring']],0,3233,32333,221,27-02-2022
NOLSM272112,11,2,3,3,1,3,3,none,1,3313,33133,84,27-02-2022
NOLSM273113,11,3,3,3,2,2,2,none,1,3322,33222,56,27-02-2022
NOLSM274114,11,4,3,3,3,1,1,none,1,3331,33311,37,27-02-2022
NOLSM275115,11,5,1,1,1,1,1,none,1,1111,11111,39,27-02-2022
NOLSM276116,11,6,1,1,2,2,2,none,1,1122,11222,70,27-02-2022
NOLSM277117,11,7,1,1,3,3,3,none,1,1133,11333,140,27-02-2022
NOLSM278118,11,8,1,2,1,3,3,none,1,1213,12133,105,27-02-2022
NOLSM279119,11,9,1,2,2,2,2,none,1,1222,12222,118,27-02-2022
NOLSM2801110,11,10,1,2,3,1,1,none,1,1231,12311,61,27-02-2022
NOLSM2811111,11,11,1,3,1,1,1,none,1,1311,13111,113,27-02-2022
NOLSM2821112,11,12,1,3,2,2,2,none,1,1322,13222,85,27-02-2022
NOLSM2831113,11,13,1,3,3,3,3,none,1,1333,13333,80,27-02-2022
NOLSM2841114,11,14,2,1,1,3,3,none,1,2113,21133,139,27-02-2022
NOLSM2851115,11,15,2,1,2,2,2,none,1,2122,21222,125,27-02-2022
NOLSM2861116,11,16,2,1,3,1,1,none,1,2131,21311,50,27-02-2022
NOLSM2871117,11,17,2,2,1,1,1,none,1,2211,22111,109,27-02-2022
NOLSM2881118,11,18,2,2,2,2,2,none,1,2222,22222,69,27-02-2022
NOLSM2891119,11,19,2,2,3,3,3,none,1,2233,22333,170,27-02-2022
NOLSM2901120,11,20,2,3,1,3,3,none,1,2313,23133,121,27-02-2022
NOLSM2911121,11,21,2,3,2,2,2,none,1,2322,23222,96,27-02-2022
NOLSM2921122,11,22,2,3,3,1,1,none,1,2331,23311,89,27-02-2022
NOLSM2931123,11,23,3,1,1,1,1,none,1,3111,31111,110,27-02-2022
NOLSM2941124,11,24,3,1,3,3,3,none,1,3133,31333,118,27-02-2022
NOLSM2951125,11,25,3,2,1,3,3,none,1,3213,32133,187,27-02-2022
NOLSM2961126,11,26,3,2,2,2,2,none,1,3222,32222,117,27-02-2022
NOLSM2971127,11,27,3,2,3,1,1,none,1,3231,32311,76,27-02-2022
NOLSM811311,31,1,2,2,2,2,2,none,1,2222,22222,18,27-02-2022
NOLSM812312,31,2,2,2,3,1,1,none,1,2231,22311,126,27-02-2022
NOLSM813313,31,3,2,3,1,1,1,none,1,2311,23111,96,27-02-2022
NOLSM814314,31,4,2,3,2,2,2,none,1,2322,23222,114,27-02-2022
NOLSM815315,31,5,2,3,3,3,3,none,1,2333,23333,54,27-02-2022
NOLSM816316,31,6,3,1,1,3,3,none,1,3113,31133,84,27-02-2022
NOLSM817317,31,7,3,1,2,2,2,none,1,3122,31222,30,27-02-2022
NOLSM818318,31,8,3,1,3,1,1,none,1,3131,31311,48,27-02-2022
NOLSM819319,31,9,3,2,1,1,1,none,1,3211,32111,15,27-02-2022
NOLSM8203110,31,10,3,2,2,2,2,none,1,3222,32222,9,27-02-2022
NOLSM8213111,31,11,3,3,1,3,3,none,1,3313,33133,111,27-02-2022
NOLSM8223112,31,12,3,3,3,1,1,none,1,3331,33311,129,27-02-2022
NOLSM8233113,31,13,1,1,1,1,1,none,1,1111,11111,45,27-02-2022
NOLSM8243114,31,14,1,1,2,2,2,none,1,1122,11222,66,27-02-2022
NOLSM8253115,31,15,1,1,3,3,3,none,1,1133,11333,66,27-02-2022
NOLSM8263116,31,16,1,2,1,3,3,none,1,1213,12133,111,27-02-2022
NOLSM8273117,31,17,1,2,3,1,1,none,1,1231,12311,39,27-02-2022
NOLSM8283118,31,18,1,3,1,1,1,none,1,1311,13111,51,27-02-2022
NOLSM8293119,31,19,1,3,2,2,2,none,1,1322,13222,18,27-02-2022
NOLSM8303120,31,20,1,3,3,3,3,none,1,1333,13333,12,27-02-2022
NOLSM8313121,31,21,2,1,1,3,3,none,1,2113,21133,159,27-02-2022
NOLSM8323122,31,22,2,1,2,2,2,none,1,2122,21222,93,27-02-2022
NOLSM8333123,31,23,2,1,3,1,1,none,1,2131,21311,168,27-02-2022
NOLSM8343124,31,24,2,2,1,1,1,none,1,2211,22111,90,27-02-2022
NOLSM8353125,31,25,2,2,2,2,2,none,1,2222,22222,108,27-02-2022
NOLSM8363126,31,26,2,2,3,3,3,none,1,2233,22333,105,27-02-2022
NOLSM8373127,31,27,2,3,1,3,3,[['Near-full']],0,2313,23133,207,27-02-2022
NOLSM298121298,12,28,1,3,1,1,1,none,1,1311,13111,68,28-02-2022
NOLSM299122299,12,29,1,3,1,2,2,none,1,1312,13122,142,28-02-2022
NOLSM300123300,12,30,1,3,1,3,3,none,1,1313,13133,75,28-02-2022
NOLSM301124301,12,31,1,3,1,1,1,none,1,1311,13111,153,28-02-2022
NOLSM302125302,12,32,1,3,1,2,2,none,1,1312,13122,29,28-02-2022
NOLSM303126303,12,33,1,3,1,3,3,none,1,1313,13133,66,28-02-2022
NOLSM304127304,12,34,1,3,1,1,1,none,1,1311,13111,118,28-02-2022
NOLSM305128305,12,35,1,3,1,2,2,none,1,1312,13122,120,28-02-2022
NOLSM306129306,12,36,1,3,1,3,3,none,1,1313,13133,178,28-02-2022
NOLSM3071210307,12,37,1,3,2,1,1,none,1,1321,13211,102,28-02-2022
NOLSM3081211308,12,38,1,3,2,2,2,none,1,1322,13222,105,28-02-2022
NOLSM3091212309,12,39,1,3,2,3,3,none,1,1323,13233,97,28-02-2022
NOLSM3101213310,12,40,1,3,2,1,1,none,1,1321,13211,73,28-02-2022
NOLSM3111214311,12,41,1,3,2,2,2,none,1,1322,13222,97,28-02-2022
NOLSM3121215312,12,42,1,3,2,3,3,none,1,1323,13233,86,28-02-2022
NOLSM3131216313,12,43,1,3,2,1,1,none,1,1321,13211,54,28-02-2022
NOLSM3141217314,12,44,1,3,2,2,2,none,1,1322,13222,84,28-02-2022
NOLSM3151218315,12,45,1,3,2,3,3,none,1,1323,13233,30,28-02-2022
NOLSM3161219316,12,46,1,3,3,1,1,none,1,1331,13311,48,28-02-2022
NOLSM3171220317,12,47,1,3,3,2,2,none,1,1332,13322,15,28-02-2022
NOLSM3181221318,12,48,1,3,3,3,3,none,1,1333,13333,50,28-02-2022
NOLSM3191222319,12,49,1,3,3,1,1,none,1,1331,13311,83,28-02-2022
NOLSM3201223320,12,50,1,3,3,2,2,none,1,1332,13322,102,28-02-2022
NOLSM3211224321,12,51,1,3,3,3,3,none,1,1333,13333,86,28-02-2022
NOLSM3221225322,12,52,1,3,3,1,1,none,1,1331,13311,136,28-02-2022
NOLSM3231226323,12,53,1,3,3,2,2,none,1,1332,13322,122,28-02-2022
