,No_Die,process,type,Temp_OXid,ppm,Pressure,Oxid_time,process 2,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,Wavelength,Energy_Exposure,Process 3,Temp_Etching,Source_Power,process4,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Lot_Num,Wafer_Num,Datetime,path,short_path
90,NOLSM3701419,Oxidation,dry,1053.915797,32.73,0.203,104,Photo,16.201,15.026,19.999,200.324,90.001,499.187,3951.412,5084.315,5.053,92.956,29.992,photo_li,405,106.777,Etching,71.071,50.758,Implantation,31126.822,103.831,894,156,Inspect,76,14,19,02-03-2022,31222,3122
91,NOLSM3711420,Oxidation,dry,1028.348608,36.93,0.227,75,Photo,13.677,15.009,19.999,200.37,90.001,497.169,4033.769,5002.849,4.951,89.927,29.99,photo_li,436,111.519,Etching,71.294,50.009,Implantation,31795.543,104.113,875,154,Inspect,95,14,20,02-03-2022,31311,3131
92,NOLSM3721421,Oxidation,dry,1046.235499,36.8,0.224,118,Photo,14.114,15.075,20.004,199.046,90.001,500.705,4020.946,5074.901,5.032,92.197,30.006,photo_li,365,107.613,Etching,69.354,50.718,Implantation,31209.028,103.854,884,156,Inspect,184,14,21,02-03-2022,32111,3211
93,NOLSM3731422,Oxidation,wet,1219.387124,35.97,0.203,127,Photo,15.49,14.995,20.003,195.75,90,504.863,4009.634,5009.249,5.019,92.601,30.007,photo_li,405,107.484,Etching,70.906,50.855,Implantation,30954.031,99.555,895,155,Inspect,84,14,22,02-03-2022,32222,3222
94,NOLSM3741423,Oxidation,wet,1139.572945,38.57,0.214,100,Photo,15.798,14.994,20.011,203.761,90,499.691,4005.473,4976.357,5.107,92.525,30.003,photo_li,436,106.322,Etching,69.792,51.891,Implantation,31265.102,101.988,916,150,Inspect,120,14,23,02-03-2022,33133,3313
95,NOLSM3751424,Oxidation,dry,1268.921933,23.7,0.216,156,Photo,14.76,15.102,19.996,203.281,90,499.201,4011.123,4888.342,4.969,89.185,30.007,photo_li,436,106.311,Etching,70.904,51.018,Implantation,32267.154,104.109,907,155,Inspect,215,14,24,02-03-2022,33311,3331
96,NOLSM3761425,Oxidation,wet,1050.490445,33.22,0.193,117,Photo,14.056,14.946,19.999,205.722,90.001,500.928,3925.007,4953.646,4.98,93.687,29.989,photo_li,436,112.069,Etching,71.924,50.918,Implantation,31799.934,104.071,917,150,Inspect,74,14,25,02-03-2022,11111,1111
97,NOLSM3771426,Oxidation,wet,1080.087128,31.04,0.194,128,Photo,16.103,15.017,19.995,200.63,90,502.327,3984.715,4883.349,5.029,92.148,30.005,photo_li,405,111.526,Etching,70.794,50.944,Implantation,32222.227,104.658,893,157,Inspect,83,14,26,02-03-2022,11222,1122
98,NOLSM3781427,Oxidation,wet,998.8926561,33.45,0.211,168,Photo,14.419,14.995,19.994,199.008,90.001,500.256,4000.075,5049.738,5.036,92.629,30.001,photo_li,365,107.578,Etching,71.566,50.723,Implantation,32130.349,102.474,900,157,Inspect,75,14,27,02-03-2022,11333,1133
99,NOLSM380152380,Oxidation,dry,1091.295197,35.16,0.216,93,Photo,15.465,15.088,20.001,198.499,89.999,500.442,4023.089,5061.575,5.09,94.048,29.991,photo_li,405,109.443,Etching,70.082,51.207,Implantation,32695.351,100.52,893,158,Inspect,107,15,29,03-03-2022,23122,2312
100,NOLSM381153381,Oxidation,wet,1144.147525,31.99,0.22,103,Photo,16.149,15.099,20,200.086,90,502.263,4100.556,4995.798,5.018,94.479,29.995,photo_li,365,108.358,Etching,71.146,50.255,Implantation,32457.98,103.259,894,152,Inspect,77,15,30,03-03-2022,23133,2313
101,NOLSM382154382,Oxidation,wet,970.1973454,45.08,0.205,87,Photo,15.371,14.875,19.994,199.382,90.001,503.423,4028.083,4922.502,5.175,93.882,30.005,photo_li,365,108.664,Etching,69.262,50.687,Implantation,32385.463,100.834,901,155,Inspect,89,15,31,03-03-2022,23111,2311
102,NOLSM383155383,Oxidation,wet,976.9096318,43.66,0.22,103,Photo,17.047,15.004,20.001,201.67,90,498.509,4018.664,5123.695,4.903,90.418,29.997,photo_li,405,108.858,Etching,69.822,51.237,Implantation,32928.823,104.711,885,153,Inspect,138,15,32,03-03-2022,23122,2312
103,NOLSM384156384,Oxidation,dry,1134.496155,26.92,0.196,121,Photo,17.544,14.916,19.994,204.08,89.998,495.402,4071.649,5006.693,4.964,93.432,29.996,photo_li,436,109.447,Etching,71.021,51.969,Implantation,32507.472,103.749,907,153,Inspect,154,15,33,03-03-2022,23133,2313
104,NOLSM385157385,Oxidation,wet,1172.764268,31.95,0.202,115,Photo,14.894,15.036,19.998,199.805,90.001,494.517,4144.454,5026.875,4.855,92.454,29.998,photo_li,405,107.83,Etching,70.563,52.148,Implantation,31557.692,99.555,897,154,Inspect,62,15,34,03-03-2022,23111,2311
105,NOLSM386158386,Oxidation,dry,983.9886844,38.88,0.212,129,Photo,16.547,14.902,20.001,202.474,90.001,498.307,4044.066,4870.596,4.901,90.264,30.001,photo_li,405,108.374,Etching,69.103,51.668,Implantation,32314.849,102.377,916,153,Inspect,125,15,35,03-03-2022,23122,2312
106,NOLSM387159387,Oxidation,dry,1087.631531,32.8,0.202,118,Photo,17.035,15.011,19.997,200.748,90.001,505.859,3959.744,5034.989,5.007,92.187,30.006,photo_li,405,108.501,Etching,70.774,51.67,Implantation,32704.56,104.585,911,153,Inspect,129,15,36,03-03-2022,23133,2313
107,NOLSM3881510388,Oxidation,dry,1158.468349,31.86,0.204,149,Photo,16.608,14.97,20.005,200.693,90,502.416,3949.569,4999.225,5.083,89.245,30.009,photo_li,405,105.36,Etching,70.769,50.224,Implantation,32148.267,104.398,896,158,Inspect,85,15,37,03-03-2022,23211,2321
108,NOLSM3891511389,Oxidation,dry,977.3231836,39.51,0.201,71,Photo,20.397,14.917,20.001,200.197,90.001,502.749,4035.688,5015.675,5.035,90.886,30.01,photo_li,436,108.251,Etching,69.021,50.178,Implantation,32153.409,102.027,911,156,Inspect,132,15,38,03-03-2022,23222,2322
109,NOLSM3901512390,Oxidation,dry,1003.085933,32.88,0.207,86,Photo,16.973,15.039,19.999,200.635,90,502.125,3939.275,5034.262,5.012,91.989,29.994,photo_li,405,108.363,Etching,71.792,49.794,Implantation,32034.212,107.376,878,156,Inspect,95,15,39,03-03-2022,23233,2323
110,NOLSM3911513391,Oxidation,wet,1120.829635,38.11,0.211,157,Photo,13.518,15.109,19.993,199.632,89.999,499.319,3999.733,4981.02,5.03,93.257,30.004,photo_li,436,109.701,Etching,70.101,50.718,Implantation,30966.612,105.285,903,152,Inspect,117,15,40,03-03-2022,23211,2321
111,NOLSM3921514392,Oxidation,wet,951.2067666,39.93,0.199,74,Photo,15.955,15.018,19.995,206.842,89.999,505.745,3979.526,4978.657,5.007,90.466,30.008,photo_li,365,106.935,Etching,70.711,51.041,Implantation,31509.217,104.176,884,154,Inspect,110,15,41,03-03-2022,23222,2322
112,NOLSM3931515393,Oxidation,wet,1047.61023,35.63,0.218,112,Photo,15.675,14.976,19.994,202.786,90.001,494.887,4095.857,4958.651,4.905,92.047,30.001,photo_li,405,107.838,Etching,71.779,51.067,Implantation,31497.31,105.043,906,152,Inspect,88,15,42,03-03-2022,23233,2323
113,NOLSM3941516394,Oxidation,dry,1143.152743,28.6,0.194,103,Photo,15.554,14.97,20.004,195.963,89.999,504.231,4043.758,4926.446,5.027,91.822,29.997,photo_li,365,107.912,Etching,70.586,51.288,Implantation,30883.8,100.728,906,150,Inspect,55,15,43,03-03-2022,23211,2321
114,NOLSM3951517395,Oxidation,wet,1025.049013,34.58,0.212,198,Photo,14.521,14.928,20,198.182,90,500.053,3977.556,5105.645,5.001,91.144,30.007,photo_li,436,107.899,Etching,70.171,51.049,Implantation,32548.685,101.805,913,153,Inspect,118,15,44,03-03-2022,23222,2322
115,NOLSM3961518396,Oxidation,wet,1253.373821,34.95,0.212,22,Photo,15.932,15.079,19.994,200.311,90.001,500.402,4040.937,5036.638,4.885,92.019,30.013,photo_li,436,107.429,Etching,71.033,51.23,Implantation,32096.824,102.901,889,154,Inspect,159,15,45,03-03-2022,23233,2323
116,NOLSM3971519397,Oxidation,wet,1099.451037,32.59,0.206,87,Photo,12.731,14.968,19.997,200.34,90.001,494.976,4012.77,5035.87,5.037,93.691,30,photo_li,405,109.571,Etching,71.137,50.344,Implantation,31876.775,103.409,900,156,Inspect,127,15,46,03-03-2022,23311,2331
117,NOLSM3981520398,Oxidation,wet,1103.383281,38.02,0.208,66,Photo,15.444,15.001,19.996,196.437,89.999,499.243,4065.392,5054.543,4.935,90.95,29.991,photo_li,365,106.082,Etching,71.234,51.012,Implantation,31373.265,103.899,911,154,Inspect,69,15,47,03-03-2022,23322,2332
118,NOLSM3991521399,Oxidation,dry,1108.161705,33.81,0.212,118,Photo,11.805,15.081,20.005,199.032,89.999,501.188,4086.597,4924.687,4.915,89.285,29.998,photo_li,365,108.213,Etching,71.249,49.957,Implantation,32270.885,102.841,903,157,Inspect,93,15,48,03-03-2022,23333,2333
119,NOLSM4001522400,Oxidation,dry,1259.283449,29.05,0.207,177,Photo,17.367,15.058,20.005,198.274,90.002,493.336,4080.489,5064.639,5.125,89.914,30.015,photo_li,365,107.833,Etching,71.169,50.752,Implantation,32062.372,104.328,885,152,Inspect,88,15,49,03-03-2022,23311,2331
120,NOLSM4021524402,Oxidation,dry,1051.65323,32.47,0.215,145,Photo,19.026,15.014,20.001,201.824,90,501.805,4021.992,4937.455,5.048,92.212,29.999,photo_li,436,106.719,Etching,71.196,50.504,Implantation,31438.723,104.829,908,148,Inspect,92,15,51,03-03-2022,23333,2333
121,NOLSM4031525403,Oxidation,wet,1186.644888,32.82,0.207,74,Photo,18.891,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,photo_li,405,109.177,Etching,71.174,50.557,Implantation,32297.342,102.555,893,152,Inspect,60,15,52,03-03-2022,23311,2331
122,NOLSM4041526404,Oxidation,wet,926.4656786,36.66,0.192,75,Photo,13.788,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,photo_li,365,104.821,Etching,71.287,51.336,Implantation,31153.753,103.587,927,154,Inspect,54,15,53,03-03-2022,23322,2332
123,NOLSM4051527405,Oxidation,dry,1190.76007,35.44,0.211,108,Photo,18.771,14.968,19.996,200.435,90,501.817,4078.065,4942.679,5.037,92.228,29.998,photo_li,436,109.592,Etching,71.17,50.912,Implantation,32181.305,104.43,906,156,Inspect,91,15,54,03-03-2022,23333,2333
124,NOLSM380152,Oxidation,dry,1086.566187,35.16,0.216,93,Photo,15.465,15.088,20.001,198.499,89.999,497.564,4023.089,5061.575,5.09,94.048,29.991,photo_li,405,109.443,Etching,70.082,51.207,Implantation,32695.351,100.52,893,158,Inspect,107,15,2,03-03-2022,12222,1222
125,NOLSM381153,Oxidation,wet,1134.145559,31.99,0.22,103,Photo,16.149,15.099,20,200.086,90,503.137,4100.556,4995.798,5.018,94.479,29.995,photo_li,365,108.358,Etching,71.146,50.255,Implantation,32457.98,103.259,894,152,Inspect,77,15,3,03-03-2022,12311,1231
126,NOLSM382154,Oxidation,wet,965.9786545,45.08,0.205,87,Photo,15.371,14.875,19.994,199.382,90.001,500.042,4028.083,4922.502,5.175,93.882,30.005,photo_li,365,108.664,Etching,69.262,50.687,Implantation,32385.463,100.834,901,155,Inspect,89,15,4,03-03-2022,13111,1311
127,NOLSM383155,Oxidation,wet,973.956033,43.66,0.22,103,Photo,17.047,15.004,20.001,201.67,90,503,4018.664,5123.695,4.903,90.418,29.997,photo_li,405,108.858,Etching,69.822,51.237,Implantation,32928.823,104.711,885,153,Inspect,138,15,5,03-03-2022,13333,1333
128,NOLSM384156,Oxidation,dry,1130.769716,26.92,0.196,121,Photo,17.544,14.916,19.994,204.08,89.998,502.353,4071.649,5006.693,4.964,93.432,29.996,photo_li,436,109.447,Etching,71.021,51.969,Implantation,32507.472,103.749,907,153,Inspect,154,15,6,03-03-2022,21133,2113
129,NOLSM385157,Oxidation,wet,1158.431956,31.95,0.202,115,Photo,14.894,15.036,19.998,199.805,90.001,496.88,4144.454,5026.875,4.855,92.454,29.998,photo_li,405,107.83,Etching,70.563,52.148,Implantation,31557.692,99.555,897,154,Inspect,62,15,7,03-03-2022,21311,2131
130,NOLSM386158,Oxidation,dry,979.650965,38.88,0.212,129,Photo,16.547,14.902,20.001,202.474,90.001,500.851,4044.066,4870.596,4.901,90.264,30.001,photo_li,405,108.374,Etching,69.103,51.668,Implantation,32314.849,102.377,916,153,Inspect,125,15,8,03-03-2022,22111,2211
131,NOLSM387159,Oxidation,dry,1080.659425,34.22,0.202,118,Photo,17.035,15.011,19.997,200.748,90.001,496.918,3959.744,5034.989,5.007,92.187,30.006,photo_li,405,108.501,Etching,70.774,51.67,Implantation,32704.56,104.585,911,153,Inspect,129,15,9,03-03-2022,22222,2222
132,NOLSM3881510,Oxidation,dry,1151.870204,41.86,0.204,149,Photo,16.608,14.998,20.005,200.693,90,499.623,3949.569,4999.225,5.083,89.245,30.009,photo_li,405,105.36,Etching,70.769,50.224,Implantation,32148.267,104.398,896,158,Inspect,85,15,10,03-03-2022,22333,2233
133,NOLSM3891511,Oxidation,dry,957.766933,37.63,0.201,71,Photo,20.397,15.097,20.001,200.197,90.001,500.839,4035.688,5015.675,5.035,90.886,30.01,photo_li,436,108.251,Etching,69.021,50.178,Implantation,32153.409,102.027,911,156,Inspect,132,15,11,03-03-2022,23133,2313
134,NOLSM3901512,Oxidation,dry,994.5914794,31.62,0.207,86,Photo,16.973,15.071,19.999,200.635,90,498.791,3939.275,5034.262,5.012,91.989,29.994,photo_li,405,108.363,Etching,71.792,49.794,Implantation,32034.212,107.376,878,156,Inspect,95,15,12,03-03-2022,23222,2322
135,NOLSM3911513,Oxidation,wet,1109.556941,39.16,0.211,157,Photo,13.518,14.992,19.993,199.632,89.999,501.137,3999.733,4981.02,5.03,93.257,30.004,photo_li,436,109.701,Etching,70.101,50.718,Implantation,30966.612,105.285,903,152,Inspect,117,15,13,03-03-2022,23311,2331
136,NOLSM3921514,Oxidation,wet,946.9847745,30.39,0.199,74,Photo,15.955,15.058,19.995,206.842,89.999,494.582,3979.526,4978.657,5.007,90.466,30.008,photo_li,365,106.935,Etching,70.711,51.041,Implantation,31509.217,104.176,884,154,Inspect,110,15,14,03-03-2022,31111,3111
137,NOLSM3931515,Oxidation,wet,1035.837417,32.41,0.218,112,Photo,15.675,14.976,19.994,202.786,90.001,503.045,4095.857,4958.651,4.905,92.047,30.001,photo_li,405,107.838,Etching,71.779,51.067,Implantation,31497.31,105.043,906,152,Inspect,88,15,15,03-03-2022,31333,3133
138,NOLSM3941516,Oxidation,dry,1123.535235,32.09,0.194,103,Photo,15.554,14.97,20.004,195.963,89.999,499.135,4043.758,4926.446,5.027,91.822,29.997,photo_li,365,107.912,Etching,70.586,51.288,Implantation,30883.8,100.728,906,150,Inspect,55,15,16,03-03-2022,32133,3213
139,NOLSM3951517,Oxidation,wet,1008.695922,28.58,0.212,198,Photo,14.521,14.928,20,198.182,90,495.303,3977.556,5105.645,5.001,91.144,30.007,photo_li,436,107.899,Etching,70.171,51.049,Implantation,32548.685,101.805,913,153,Inspect,118,15,17,03-03-2022,32222,3222
140,NOLSM3961518,Oxidation,wet,1245.405248,29.14,0.212,22,Photo,15.932,15.079,19.994,200.311,90.001,509.055,4040.937,5036.638,4.885,92.019,30.013,photo_li,436,107.429,Etching,70.693,51.23,Implantation,32096.824,102.901,889,154,Inspect,159,15,18,03-03-2022,32311,3231
141,NOLSM3971519,Oxidation,wet,1086.851132,35.67,0.206,87,Photo,12.731,14.968,19.997,200.34,90.001,505.372,4012.77,5035.87,5.037,93.691,30,photo_li,405,109.571,Etching,71.747,50.344,Implantation,31876.775,103.409,900,156,Inspect,127,15,19,03-03-2022,33111,3311
142,NOLSM3981520,Oxidation,wet,1088.463298,33.59,0.208,66,Photo,15.444,15.001,19.996,196.437,89.999,498.037,4065.392,5054.543,4.935,90.95,29.991,photo_li,365,106.082,Etching,70.718,51.012,Implantation,31373.265,103.899,911,154,Inspect,69,15,20,03-03-2022,33222,3322
143,NOLSM3991521,Oxidation,dry,1107.041866,32.59,0.212,118,Photo,11.805,15.081,20.005,199.032,89.999,496.959,4086.597,4924.687,4.915,89.285,29.998,photo_li,365,108.213,Etching,70.269,49.957,Implantation,32270.885,102.841,903,157,Inspect,93,15,21,03-03-2022,33333,3333
144,NOLSM4001522,Oxidation,dry,1253.421216,35.13,0.207,177,Photo,19.373,15.058,20.005,198.274,90.002,498.643,4080.489,5064.639,5.125,89.914,30.015,photo_li,365,107.833,Etching,69.28,50.752,Implantation,32062.372,104.328,885,152,Inspect,88,15,22,03-03-2022,11133,1113
145,NOLSM4021524,Oxidation,dry,1045.668115,29.21,0.215,145,Photo,9.685,15.014,20.001,201.824,90,501.805,4021.992,4937.455,5.048,92.212,29.999,photo_li,436,106.719,Etching,69.916,50.504,Implantation,31438.723,104.829,908,148,Inspect,92,15,24,03-03-2022,11311,1131
146,NOLSM4031525,Oxidation,wet,1178.507201,49.17,0.207,74,Photo,17.87,14.965,20.003,196.67,90.001,501.189,3996.754,5110.695,4.996,89.499,30.012,photo_li,405,109.177,Etching,69.159,50.557,Implantation,32297.342,102.555,893,152,Inspect,60,15,25,03-03-2022,12111,1211
147,NOLSM4041526,Oxidation,wet,923.5846197,37.17,0.192,75,Photo,13.382,14.905,19.992,201.909,89.999,498.351,4074.165,4971.304,5.076,89.4,30.001,photo_li,365,104.821,Etching,70.469,51.336,Implantation,31153.753,103.587,927,154,Inspect,54,15,26,03-03-2022,12333,1233
148,NOLSM4051527,Oxidation,dry,1171.352233,29.45,0.211,108,Photo,15.965,14.968,19.996,200.435,90,501.817,4078.065,4942.679,5.037,92.228,29.998,photo_li,436,109.592,Etching,72.095,50.087,Implantation,32181.305,104.43,906,156,Inspect,91,15,27,03-03-2022,13133,1313
149,NOLSM406161406,Oxidation,dry,991.6135528,31.82,0.2,144,Photo,20.701,14.953,19.999,198.455,90,502.391,4037.819,4928.447,5.115,93.172,29.999,photo_li,436,107.085,Etching,71.164,51.963,Implantation,31639.318,103.843,902,155,Inspect,139,16,28,04-03-2022,31111,3111
150,NOLSM407162407,Oxidation,wet,1220.285145,31.5,0.194,125,Photo,11.253,15.005,20.003,202.152,90,507.183,4005.84,4988.85,5.01,92.424,29.999,photo_li,405,108.653,Etching,71.119,53.272,Implantation,31468.269,102.597,923,153,Inspect,118,16,29,04-03-2022,31122,3112
151,NOLSM408163408,Oxidation,dry,886.5626792,40.05,0.217,45,Photo,15.286,15.054,20.005,199.593,89.999,501.286,4067.541,5083.958,5.085,91.638,30.006,photo_li,365,104.708,Etching,71.256,50.718,Implantation,30906.701,104.338,910,149,Inspect,187,16,30,04-03-2022,31133,3113
152,NOLSM409164409,Oxidation,dry,977.2935883,30.73,0.201,101,Photo,12.463,14.946,19.995,201.177,90.001,503.396,4038.83,5105.011,5.112,89.341,30.003,photo_li,405,106.614,Etching,71.402,52.102,Implantation,31668.747,104.576,919,157,Inspect,127,16,31,04-03-2022,31111,3111
153,NOLSM410165410,Oxidation,wet,1049.918599,29.77,0.204,165,Photo,19.767,14.975,19.997,200.095,90,501.423,3929.441,5075.487,5.014,91.136,30.007,photo_li,365,104.163,Etching,71.287,50.724,Implantation,30876.21,103.354,881,154,Inspect,57,16,32,04-03-2022,31122,3112
154,NOLSM411166411,Oxidation,dry,1081.545297,33.67,0.204,191,Photo,16.029,15.007,20.002,207.301,89.999,501.079,4065.649,4944.126,4.912,92.423,29.994,photo_li,405,107.533,Etching,70.678,50.849,Implantation,32023.057,103.827,871,154,Inspect,136,16,33,04-03-2022,31133,3113
155,NOLSM412167412,Oxidation,dry,993.6569872,31.86,0.2,145,Photo,17.587,14.936,20.006,201.138,90,501.572,4042.392,5118.893,5.107,91.462,29.994,photo_li,405,109.052,Etching,70.09,51.179,Implantation,32434.874,105.794,908,156,Inspect,234,16,34,04-03-2022,31111,3111
156,NOLSM413168413,Oxidation,wet,1094.402314,37.22,0.199,181,Photo,16.445,15.101,19.99,199.757,90,497.102,4129.064,5013.136,4.932,90.44,30.006,photo_li,405,108.349,Etching,70.335,51.177,Implantation,31494.284,104.617,891,157,Inspect,159,16,35,04-03-2022,31122,3112
157,NOLSM414169414,Oxidation,dry,1004.454289,26.54,0.203,201,Photo,13.208,15.064,19.997,200.915,89.999,500.154,4075.078,4972.15,4.916,90.634,30.003,photo_li,405,108.045,Etching,70.457,51.828,Implantation,30734.563,105.213,910,153,Inspect,162,16,36,04-03-2022,31133,3113
158,NOLSM4151610415,Oxidation,wet,1058.254849,33.08,0.204,79,Photo,14.041,14.932,20.012,199.149,90.001,501.394,4129.907,4954.889,5.239,91.952,29.988,photo_li,365,108.004,Etching,71.716,51.486,Implantation,32057.927,106.015,898,152,Inspect,61,16,37,04-03-2022,31211,3121
159,NOLSM4161611416,Oxidation,wet,900.8044824,38.04,0.189,59,Photo,15.183,14.945,20.001,203.056,90.001,496.487,4112.212,5003.522,4.925,92.111,30.002,photo_li,405,108.44,Etching,70.512,51.429,Implantation,31364.565,103.501,900,152,Inspect,118,16,38,04-03-2022,31222,3122
160,NOLSM4171612417,Oxidation,dry,1019.557727,23.54,0.218,89,Photo,12.084,14.977,19.994,196.183,90.001,501.655,4040.97,5103.975,5.014,91.183,30.007,photo_li,436,107.877,Etching,70.999,50.959,Implantation,32541.94,101.601,892,153,Inspect,97,16,39,04-03-2022,31233,3123
161,NOLSM4181613418,Oxidation,wet,1203.212009,36.26,0.214,162,Photo,17.74,14.959,19.997,200.949,90.001,495.986,4118.935,4884.055,5.072,91.279,29.992,photo_li,365,105.993,Etching,70.647,51.516,Implantation,33034.419,104.309,923,152,Inspect,86,16,40,04-03-2022,31211,3121
162,NOLSM4191614419,Oxidation,dry,1206.605804,40.93,0.219,31,Photo,17.166,14.872,20.002,200.475,90,500.442,3983.145,5095.382,5.026,90.868,30,photo_li,405,108.845,Etching,71.607,50.634,Implantation,31946.049,101.047,884,153,Inspect,96,16,41,04-03-2022,31222,3122
163,NOLSM4201615420,Oxidation,wet,1056.866358,33.96,0.213,119,Photo,16.941,15,20.012,201.929,90.001,502.263,4073.38,4886.265,4.998,92.064,30.005,photo_li,405,107.915,Etching,69.825,51.356,Implantation,31897.707,105.23,873,155,Inspect,54,16,42,04-03-2022,31233,3123
164,NOLSM4211616421,Oxidation,wet,1111.407979,34.52,0.201,96,Photo,17.064,15.013,20.001,204.133,90,503.423,3992.433,5045.477,5.004,92.26,30.006,photo_li,365,109.695,Etching,71.406,51.426,Implantation,32602.917,102.84,904,155,Inspect,84,16,43,04-03-2022,31211,3121
165,NOLSM4221617422,Oxidation,wet,1185.254635,33.22,0.204,154,Photo,13.643,14.954,19.997,202.749,89.999,498.509,4044.244,5005.736,5.161,93.201,29.988,photo_li,405,108.793,Etching,71.062,50.104,Implantation,31571.823,101.127,892,155,Inspect,30,16,44,04-03-2022,31222,3122
166,NOLSM4231618423,Oxidation,wet,1001.375924,42.84,0.207,105,Photo,14.585,15.159,20.001,202.313,90,495.402,4001.043,5021.426,5.054,92.607,29.998,photo_li,436,108.097,Etching,72.241,51.419,Implantation,32059.355,105.789,940,155,Inspect,48,16,45,04-03-2022,31233,3123
167,NOLSM4241619424,Oxidation,dry,1098.245146,38.09,0.202,92,Photo,16.427,15.111,19.995,200.952,90.001,494.517,4019.176,5172.075,4.97,91.142,29.998,photo_li,365,111.485,Etching,71.619,51.317,Implantation,31414.216,102.388,878,156,Inspect,15,16,46,04-03-2022,31311,3131
168,NOLSM4251620425,Oxidation,dry,1055.609711,37.47,0.206,101,Photo,13.926,14.824,20.005,203.57,90,498.307,4067.925,5059.997,5.068,93.221,30.01,photo_li,436,110.08,Etching,69.643,51.066,Implantation,31370.247,102.874,904,155,Inspect,148,16,47,04-03-2022,31322,3132
